"","Id","ActivityDate","TotalSteps","TotalDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","ActiveMinutesTotal"
"267",2873212765,"4/13/2016",7618,5.119999886,0,0.2199999988,4.880000114,0,8,404,1028,2004,412
"268",2873212765,"4/14/2016",7910,5.320000172,0,0,5.320000172,0,0,331,1109,1893,331
"269",2873212765,"4/15/2016",8482,5.699999809,0,0,5.690000057,0,0,448,992,2063,448
"270",2873212765,"4/16/2016",9685,6.650000095,3.109999895,0.01999999955,3.50999999,47,1,305,1087,2148,353
"271",2873212765,"4/17/2016",2524,1.700000048,0,0.349999994,1.340000033,0,8,160,1272,1529,168
"272",2873212765,"4/18/2016",7762,5.239999771,0.0700000003,0.2800000012,4.889999866,1,6,311,1122,1890,318
"273",2873212765,"4/19/2016",7948,5.369999886,0,0,5.360000134,0,0,389,1051,1956,389
"274",2873212765,"4/20/2016",9202,6.300000191,1.50999999,0.1199999973,4.659999847,22,5,378,1035,2094,405
"275",2873212765,"4/21/2016",8859,5.980000019,0.1299999952,0.3700000048,5.46999979,2,10,371,1057,1970,383
"276",2873212765,"4/22/2016",7286,4.900000095,0.4600000083,0,4.420000076,46,0,366,1028,2241,412
"277",2873212765,"4/23/2016",9317,6.349999905,2.089999914,0.2300000042,4.019999981,28,5,330,1077,2021,363
"278",2873212765,"4/24/2016",6873,4.679999828,3,0.05999999866,1.620000005,46,1,190,1203,1898,237
"279",2873212765,"4/25/2016",7373,4.949999809,0,0,4.949999809,0,0,359,1081,1907,359
"280",2873212765,"4/26/2016",8242,5.539999962,0.1199999973,0.1800000072,5.239999771,2,5,309,1124,1882,316
"281",2873212765,"4/27/2016",3516,2.359999895,0,0,2.359999895,46,0,197,1197,1966,243
"282",2873212765,"4/28/2016",7913,5.409999847,2.160000086,0.3400000036,2.910000086,28,7,213,1192,1835,248
"283",2873212765,"4/29/2016",7365,4.949999809,1.360000014,1.409999967,2.180000067,20,23,206,1191,1780,249
"284",2873212765,"4/30/2016",8452,5.679999828,0.3300000131,1.080000043,4.260000229,5,20,248,1167,1830,273
"285",2873212765,"5/01/2016",7399,4.96999979,0.4900000095,1.039999962,3.440000057,7,18,196,1219,1739,221
"286",2873212765,"5/02/2016",7525,5.059999943,0,0.2099999934,4.829999924,0,7,334,1099,1878,341
"287",2873212765,"5/03/2016",7412,4.980000019,0.05999999866,0.25,4.659999847,1,6,363,1070,1906,370
"288",2873212765,"5/04/2016",8278,5.559999943,0,0,5.559999943,0,0,420,1020,2015,420
"289",2873212765,"5/05/2016",8314,5.610000134,0.7799999714,0.8000000119,4.03000021,13,23,311,1093,1971,347
"290",2873212765,"5/06/2016",7063,4.75,0,0.1199999973,4.610000134,0,5,370,1065,1910,375
"291",2873212765,"5/07/2016",4940,3.380000114,2.279999971,0.5500000119,0.5500000119,75,11,52,1302,1897,138
"292",2873212765,"5/08/2016",8168,5.539999962,2.900000095,0,2.640000105,46,0,326,1068,2096,372
"293",2873212765,"5/09/2016",7726,5.190000057,0,0,5.190000057,0,0,345,1095,1906,345
"294",2873212765,"5/10/2016",8275,5.559999943,0,0,5.550000191,0,0,373,1067,1962,373
"295",2873212765,"5/11/2016",6440,4.329999924,0,0,4.320000172,0,0,319,1121,1826,319
"296",2873212765,"5/12/2016",7566,5.110000134,0,0,5.110000134,0,0,268,720,1431,268
"297",3372868164,"4/12/2016",4747,3.24000001,0,0,3.230000019,0,0,280,1160,1788,280
"298",3372868164,"4/13/2016",9715,6.630000114,0.9900000095,0.3400000036,5.269999981,16,8,371,1045,2093,395
"299",3372868164,"4/14/2016",8844,6.03000021,0.3400000036,1.029999971,4.650000095,6,25,370,1039,2065,401
"300",3372868164,"4/15/2016",7451,5.079999924,0,0,5.059999943,0,0,335,1105,1908,335
"301",3372868164,"4/16/2016",6905,4.730000019,0,0,4.699999809,0,0,356,1084,1908,356
"302",3372868164,"4/17/2016",8199,5.880000114,1.409999967,0.1000000015,4.360000134,11,2,322,1105,1964,335
"303",3372868164,"4/18/2016",6798,4.639999866,1.080000043,0.200000003,3.349999905,20,7,343,1070,2014,370
"304",3372868164,"4/19/2016",7711,5.260000229,0,0,5.239999771,0,0,376,1064,1985,376
"305",3372868164,"4/20/2016",4880,3.329999924,0.8399999738,0.09000000358,2.380000114,15,3,274,1148,1867,292
"306",3372868164,"4/21/2016",8857,6.070000172,1.149999976,0.2599999905,4.639999866,18,9,376,1037,2124,403
"307",3372868164,"4/22/2016",3843,2.619999886,0,0,2.609999895,0,0,206,1234,1669,206
"308",3372868164,"4/23/2016",7396,5.070000172,1.399999976,0.07999999821,3.579999924,20,2,303,1115,1995,325
"309",3372868164,"4/24/2016",6731,4.590000153,0.8899999857,0.1899999976,3.49000001,14,7,292,1127,1921,313
"310",3372868164,"4/25/2016",5995,4.090000153,0,0,4.090000153,0,0,416,1024,2010,416
"311",3372868164,"4/26/2016",8283,5.789999962,1.850000024,0.05000000075,3.869999886,22,2,333,1083,2057,357
"312",3372868164,"4/27/2016",7904,5.420000076,1.580000043,0.6299999952,3.190000057,24,13,346,1057,2095,383
"313",3372868164,"4/28/2016",5512,3.75999999,0,0,3.75999999,0,0,385,1055,1972,385
"314",3372868164,"4/29/2016",9135,6.230000019,0,0,6.21999979,0,0,402,1038,2044,402
"315",3372868164,"4/30/2016",5250,3.579999924,1.059999943,0.09000000358,2.420000076,17,4,300,1119,1946,321
"316",3372868164,"5/01/2016",3077,2.099999905,0,0,2.089999914,0,0,172,842,1237,172
"317",3977333714,"4/12/2016",8856,5.980000019,3.059999943,0.9100000262,2.00999999,44,19,131,777,1450,194
"318",3977333714,"4/13/2016",10035,6.710000038,2.029999971,2.130000114,2.549999952,31,46,153,754,1495,230
"319",3977333714,"4/14/2016",7641,5.110000134,0.3199999928,0.9700000286,3.819999933,5,23,214,801,1433,242
"320",3977333714,"4/15/2016",9010,6.059999943,1.049999952,1.75,3.25999999,15,42,183,644,1468,240
"321",3977333714,"4/16/2016",13459,9,2.029999971,4,2.970000029,31,83,153,663,1625,267
"322",3977333714,"4/17/2016",10415,6.96999979,0.6999999881,2.349999905,3.920000076,11,58,205,600,1529,274
"323",3977333714,"4/18/2016",11663,7.800000191,0.25,3.730000019,3.819999933,4,95,214,605,1584,313
"324",3977333714,"4/19/2016",12414,8.779999733,2.24000001,2.450000048,3.960000038,19,67,221,738,1638,307
"325",3977333714,"4/20/2016",11658,7.829999924,0.200000003,4.349999905,3.279999971,2,98,164,845,1554,264
"326",3977333714,"4/21/2016",6093,4.079999924,0,0,4.059999943,0,0,242,712,1397,242
"327",3977333714,"4/22/2016",8911,5.960000038,2.329999924,0.5799999833,3.059999943,33,12,188,731,1481,233
"328",3977333714,"4/23/2016",12058,8.069999695,0,4.21999979,3.849999905,0,92,252,724,1638,344
"329",3977333714,"4/24/2016",14112,10,3.269999981,4.559999943,2.170000076,30,95,129,660,1655,254
"330",3977333714,"4/25/2016",11177,8.479999542,5.619999886,0.4300000072,2.410000086,50,9,133,781,1570,192
"331",3977333714,"4/26/2016",11388,7.619999886,0.4499999881,4.21999979,2.950000048,7,95,170,797,1551,272
"332",3977333714,"4/27/2016",7193,5.039999962,0,0.4199999869,4.619999886,0,10,176,714,1377,186
"333",3977333714,"4/28/2016",7114,4.880000114,1.370000005,0.2899999917,3.220000029,15,8,190,804,1407,213
"334",3977333714,"4/29/2016",10645,7.75,3.74000001,1.299999952,2.710000038,36,32,150,744,1545,218
"335",3977333714,"4/30/2016",13238,9.199999809,3.690000057,2.099999905,3.410000086,43,52,194,687,1650,289
"336",3977333714,"5/01/2016",10414,7.070000172,2.670000076,1.980000019,2.410000086,41,40,124,691,1501,205
"337",3977333714,"5/02/2016",16520,11.05000019,1.539999962,6.480000019,3.019999981,24,143,176,713,1760,343
"338",3977333714,"5/03/2016",14335,9.590000153,3.319999933,1.74000001,4.53000021,47,41,258,594,1710,346
"339",3977333714,"5/04/2016",13559,9.43999958,1.809999943,4.579999924,2.890000105,14,96,142,852,1628,252
"340",3977333714,"5/05/2016",12312,8.579999924,1.75999999,4.110000134,2.710000038,14,88,178,680,1618,280
"341",3977333714,"5/06/2016",11677,8.279999733,3.109999895,2.50999999,2.670000076,29,55,168,676,1590,252
"342",3977333714,"5/07/2016",11550,7.730000019,0,4.130000114,3.589999914,0,86,208,703,1574,294
"343",3977333714,"5/08/2016",13585,9.090000153,0.6800000072,5.239999771,3.170000076,9,116,171,688,1633,296
"344",3977333714,"5/09/2016",14687,10.07999992,0.7699999809,5.599999905,3.549999952,8,122,151,1159,1667,281
"345",3977333714,"5/10/2016",13072,8.779999733,0.0700000003,5.400000095,3.309999943,1,115,196,676,1630,312
"346",3977333714,"5/11/2016",746,0.5,0.3700000048,0,0.1299999952,4,0,9,13,52,13
"347",4020332650,"4/12/2016",8539,6.119999886,0.150000006,0.2399999946,5.679999828,4,15,331,712,3654,350
"348",4020332650,"4/13/2016",0,0,0,0,0,0,0,0,1440,1981,0
"349",4020332650,"4/14/2016",108,0.07999999821,0,0,0.02999999933,0,0,3,1437,2011,3
"350",4020332650,"4/15/2016",1882,1.350000024,0.2099999934,0.3600000143,0.7699999809,36,18,87,1299,2951,141
"351",4020332650,"4/16/2016",1982,1.419999957,0.4499999881,0.3700000048,0.5899999738,65,21,55,1222,3051,141
"352",4020332650,"4/17/2016",16,0.009999999776,0,0,0.009999999776,0,0,2,1438,1990,2
"353",4020332650,"4/18/2016",62,0.03999999911,0,0,0.03999999911,0,0,2,1438,1995,2
"354",4020332650,"4/19/2016",0,0,0,0,0,0,0,0,1440,1980,0
"355",4020332650,"4/20/2016",0,0,0,0,0,0,0,0,1440,1980,0
"356",4020332650,"4/21/2016",0,0,0,0,0,0,0,0,1440,1980,0
"357",4020332650,"4/22/2016",0,0,0,0,0,0,0,0,1440,1980,0
"358",4020332650,"4/23/2016",0,0,0,0,0,0,0,0,1440,1980,0
"359",4020332650,"4/24/2016",0,0,0,0,0,0,0,0,1440,1980,0
"360",4020332650,"4/25/2016",0,0,0,0,0,0,0,0,1440,1980,0
"361",4020332650,"4/26/2016",0,0,0,0,0,0,0,0,1440,1980,0
"362",4020332650,"4/27/2016",0,0,0,0,0,0,0,0,1440,1980,0
"363",4020332650,"4/28/2016",0,0,0,0,0,0,0,0,1440,1980,0
"364",4020332650,"4/29/2016",0,0,0,0,0,0,0,0,1440,1980,0
"365",4020332650,"4/30/2016",0,0,0,0,0,0,0,0,1440,1980,0
"366",4020332650,"5/01/2016",0,0,0,0,0,0,0,0,1440,1980,0
"367",4020332650,"5/02/2016",475,0.3400000036,0,0.03999999911,0.2899999917,0,11,31,1350,2207,42
"368",4020332650,"5/03/2016",4496,3.220000029,0,0,3.150000095,0,0,174,950,2828,174
"369",4020332650,"5/04/2016",10252,7.349999905,0.6700000167,1.039999962,5.579999924,13,46,346,531,3879,405
"370",4020332650,"5/05/2016",11728,8.430000305,2.619999886,1.679999948,4.039999962,38,42,196,916,3429,276
"371",4020332650,"5/06/2016",4369,3.130000114,0,0,3.099999905,0,0,177,855,2704,177
"372",4020332650,"5/07/2016",6132,4.400000095,0,0,3.579999924,0,0,184,1256,2975,184
"373",4020332650,"5/08/2016",5862,4.199999809,0,0,4.150000095,0,0,263,775,3089,263
"374",4020332650,"5/09/2016",4556,3.269999981,0.200000003,0.1199999973,2.940000057,3,5,173,1225,2785,181
"375",4020332650,"5/10/2016",5546,3.980000019,0,0,3.869999886,0,0,206,774,2926,206
"376",4020332650,"5/11/2016",3689,2.650000095,0.1099999994,0.1700000018,2.329999924,2,8,134,1296,2645,144
"377",4020332650,"5/12/2016",590,0.4199999869,0,0,0.4099999964,0,0,21,721,1120,21
"378",4057192912,"4/12/2016",5394,4.03000021,0,0,3.940000057,0,0,164,1276,2286,164
"379",4057192912,"4/13/2016",5974,4.46999979,0,0,4.369999886,0,0,160,1280,2306,160
"380",4057192912,"4/14/2016",0,0,0,0,0,0,0,0,1440,1776,0
"381",4057192912,"4/15/2016",3984,2.950000048,0.2099999934,0.2599999905,2.440000057,3,6,88,873,1527,97
"382",4319703577,"4/12/2016",7753,5.199999809,0,0,0,0,0,0,1440,2115,0
"383",4319703577,"4/13/2016",8204,5.5,0.5299999714,0.5899999738,1.309999943,8,15,96,1234,2135,119
"384",4319703577,"4/14/2016",10210,6.880000114,0.1099999994,0.3300000131,6.440000057,1,9,339,589,2302,349
"385",4319703577,"4/15/2016",5664,3.799999952,0,0,3.799999952,0,0,228,752,1985,228
"386",4319703577,"4/16/2016",4744,3.180000067,0,0,3.180000067,0,0,194,724,1884,194
"387",4319703577,"4/17/2016",29,0.01999999955,0,0,0.01999999955,0,0,3,1363,1464,3
"388",4319703577,"4/18/2016",2276,1.549999952,0.0700000003,0.3300000131,1.120000005,1,9,58,824,1632,68
"389",4319703577,"4/19/2016",8925,5.989999771,0,0,5.989999771,0,0,311,604,2200,311
"390",4319703577,"4/20/2016",8954,6.010000229,0,0.6800000072,5.309999943,0,18,306,671,2220,324
"391",4319703577,"4/21/2016",3702,2.480000019,0,0,0.349999994,0,0,34,1265,1792,34
"392",4319703577,"4/22/2016",4500,3.019999981,0.05999999866,0.8100000024,2.150000095,1,19,176,709,1886,196
"393",4319703577,"4/23/2016",4935,3.309999943,0,0,3.309999943,0,0,233,546,1945,233
"394",4319703577,"4/24/2016",4081,2.74000001,0.05999999866,0.200000003,2.470000029,1,5,191,692,1880,197
"395",4319703577,"4/25/2016",9259,6.210000038,0,0.2800000012,5.929999828,0,8,390,544,2314,398
"396",4319703577,"4/26/2016",9899,6.639999866,0.5699999928,0.9200000167,5.150000095,8,21,288,649,2236,317
"397",4319703577,"4/27/2016",10780,7.230000019,0.4099999964,1.919999957,4.909999847,6,47,300,680,2324,353
"398",4319703577,"4/28/2016",10817,7.28000021,1.00999999,0.3300000131,5.940000057,13,8,359,552,2367,380
"399",4319703577,"4/29/2016",7990,5.360000134,0.4499999881,0.7900000215,4.119999886,6,18,289,624,2175,313
"400",4319703577,"4/30/2016",8221,5.519999981,0.400000006,1.610000014,3.50999999,6,38,196,695,2092,240
"401",4319703577,"5/01/2016",1251,0.8399999738,0,0,0.8399999738,0,0,67,836,1593,67
"402",4319703577,"5/02/2016",9261,6.239999771,0,0.4399999976,5.710000038,0,11,344,585,2270,355
"403",4319703577,"5/03/2016",9648,6.46999979,0.5799999833,1.070000052,4.829999924,8,26,287,669,2235,321
"404",4319703577,"5/04/2016",10429,7.019999981,0.5899999738,0.5799999833,5.849999905,8,13,313,1106,2282,334
"405",4319703577,"5/05/2016",13658,9.489999771,2.630000114,1.409999967,5.449999809,27,34,328,957,2530,389
"406",4319703577,"5/06/2016",9524,6.420000076,0.4099999964,0.4699999988,5.460000038,6,11,314,692,2266,331
"407",4319703577,"5/07/2016",7937,5.329999924,0.1899999976,1.049999952,4.079999924,3,28,279,586,2158,310
"408",4319703577,"5/08/2016",3672,2.460000038,0,0,2.460000038,0,0,153,603,1792,153
"409",4319703577,"5/09/2016",10378,6.960000038,0.1400000006,0.5600000024,6.25,2,14,374,490,2345,390
"410",4319703577,"5/10/2016",9487,6.369999886,0.2099999934,0.4600000083,5.699999809,3,12,329,555,2260,344
"411",4319703577,"5/11/2016",9129,6.130000114,0.200000003,0.7400000095,5.179999828,3,18,311,574,2232,332
"412",4319703577,"5/12/2016",17,0.009999999776,0,0,0.009999999776,0,0,2,0,257,2
"413",4388161847,"4/12/2016",10122,7.78000021,0,0,0,0,0,0,1440,2955,0
"414",4388161847,"4/13/2016",10993,8.449999809,0.05999999866,0.6299999952,3.880000114,1,14,150,1275,3092,165
"415",4388161847,"4/14/2016",8863,6.820000172,0.1299999952,1.070000052,5.619999886,10,35,219,945,2998,264
"416",4388161847,"4/15/2016",8758,6.730000019,0,0,6.730000019,0,0,299,837,3066,299
"417",4388161847,"4/16/2016",6580,5.059999943,0.2099999934,0.400000006,4.449999809,6,9,253,609,3073,268
"418",4388161847,"4/17/2016",4660,3.579999924,0,0,3.579999924,0,0,201,721,2572,201
"419",4388161847,"4/18/2016",11009,9.100000381,3.559999943,0.400000006,5.139999866,27,8,239,1017,3274,274
"420",4388161847,"4/19/2016",10181,7.829999924,1.370000005,0.6899999976,5.769999981,20,16,249,704,3015,285
"421",4388161847,"4/20/2016",10553,8.119999886,1.100000024,1.720000029,5.289999962,19,42,228,696,3083,289
"422",4388161847,"4/21/2016",10055,7.730000019,0.3700000048,0.3899999857,6.980000019,7,12,272,853,3069,291
"423",4388161847,"4/22/2016",12139,9.340000153,3.299999952,1.110000014,4.920000076,77,25,220,945,3544,322
"424",4388161847,"4/23/2016",13236,10.18000031,4.5,0.3199999928,5.349999905,58,5,215,749,3306,278
"425",4388161847,"4/24/2016",10243,7.880000114,1.080000043,0.5099999905,6.300000191,14,8,239,584,2885,261
"426",4388161847,"4/25/2016",12961,9.970000267,0.7300000191,1.399999976,7.840000153,11,31,301,1054,3288,343
"427",4388161847,"4/26/2016",9461,7.28000021,0.9399999976,1.059999943,5.269999981,14,23,224,673,2929,261
"428",4388161847,"4/27/2016",11193,8.609999657,0.6999999881,2.50999999,5.389999866,11,48,241,684,3074,300
"429",4388161847,"4/28/2016",10074,7.75,1.289999962,0.4300000072,6.03000021,19,9,234,878,2969,262
"430",4388161847,"4/29/2016",9232,7.099999905,0.8000000119,0.8899999857,5.420000076,13,16,236,1175,2979,265
"431",4388161847,"4/30/2016",12533,9.640000343,0.6999999881,2,6.940000057,14,43,300,537,3283,357
"432",4388161847,"5/01/2016",10255,7.889999866,1.00999999,0.6800000072,6.199999809,12,15,241,579,2926,268
"433",4388161847,"5/02/2016",10096,8.399999619,3.769999981,0.07999999821,4.550000191,33,4,204,935,3147,241
"434",4388161847,"5/03/2016",12727,9.789999962,1.129999995,0.7799999714,7.880000114,18,18,306,984,3290,342
"435",4388161847,"5/04/2016",12375,9.520000458,2.789999962,0.9300000072,5.800000191,35,21,251,632,3162,307
"436",4388161847,"5/05/2016",9603,7.380000114,0.6299999952,1.669999957,5.090000153,12,39,199,896,2899,250
"437",4388161847,"5/06/2016",13175,10.13000011,2.109999895,2.089999914,5.929999828,33,45,262,1100,3425,340
"438",4388161847,"5/07/2016",22770,17.54000092,9.449999809,2.769999981,5.329999924,120,56,260,508,4022,436
"439",4388161847,"5/08/2016",17298,14.38000011,9.890000343,1.25999999,3.230000019,107,38,178,576,3934,323
"440",4388161847,"5/09/2016",10218,7.860000134,0.3400000036,0.7300000191,6.789999962,6,19,258,1020,3013,283
"441",4388161847,"5/10/2016",10299,7.920000076,0.8100000024,0.6499999762,6.460000038,13,14,267,648,3061,294
"442",4388161847,"5/11/2016",10201,7.840000153,0.5299999714,0.7900000215,6.53000021,8,18,256,858,2954,282
"443",4388161847,"5/12/2016",3369,2.589999914,0,0,2.589999914,0,0,108,825,1623,108
"444",4445114986,"4/12/2016",3276,2.200000048,0,0,2.200000048,0,0,196,787,2113,196
"445",4445114986,"4/13/2016",2961,1.99000001,0,0,1.99000001,0,0,194,840,2095,194
"446",4445114986,"4/14/2016",3974,2.670000076,0,0,2.670000076,0,0,231,717,2194,231
"447",4445114986,"4/15/2016",7198,4.829999924,0,0,4.829999924,0,0,350,711,2496,350
"448",4445114986,"4/16/2016",3945,2.650000095,0,0,2.650000095,0,0,225,716,2180,225
"449",4445114986,"4/17/2016",2268,1.519999981,0,0,1.519999981,0,0,114,1219,1933,114
"450",4445114986,"4/18/2016",6155,4.239999771,2,0.2899999917,1.950000048,25,6,162,1247,2248,193
"451",4445114986,"4/19/2016",2064,1.389999986,0,0,1.389999986,0,0,121,895,1954,121
"452",4445114986,"4/20/2016",2072,1.389999986,0,0,1.389999986,0,0,137,841,1974,137
"453",4445114986,"4/21/2016",3809,2.559999943,0,0,2.539999962,0,0,215,756,2150,215
"454",4445114986,"4/22/2016",6831,4.579999924,0,0,4.579999924,0,0,317,706,2432,317
"455",4445114986,"4/23/2016",4363,2.930000067,0,0,2.930000067,0,0,201,1239,2149,201
"456",4445114986,"4/24/2016",5002,3.359999895,0,0,3.359999895,0,0,244,1196,2247,244
"457",4445114986,"4/25/2016",3385,2.269999981,0,0,2.269999981,0,0,179,916,2070,179
"458",4445114986,"4/26/2016",6326,4.409999847,2.410000086,0.03999999911,1.960000038,29,1,180,839,2291,210
"459",4445114986,"4/27/2016",7243,5.03000021,2.619999886,0.02999999933,2.380000114,32,1,194,839,2361,227
"460",4445114986,"4/28/2016",4493,3.00999999,0,0,3.00999999,0,0,236,762,2203,236
"461",4445114986,"4/29/2016",4676,3.140000105,0,0,3.130000114,0,0,226,1106,2196,226
"462",4445114986,"4/30/2016",6222,4.179999828,0,0,4.179999828,0,0,290,797,2363,290
"463",4445114986,"5/01/2016",5232,3.50999999,0,0,3.50999999,0,0,240,741,2246,240
"464",4445114986,"5/02/2016",6910,4.75,2.210000038,0.1899999976,2.349999905,27,4,200,667,2336,231
"465",4445114986,"5/03/2016",7502,5.179999828,2.480000019,0.1099999994,2.579999924,30,2,233,725,2421,265
"466",4445114986,"5/04/2016",2923,1.960000038,0,0,1.960000038,0,0,180,897,2070,180
"467",4445114986,"5/05/2016",3800,2.549999952,0.1199999973,0.2399999946,2.180000067,2,6,185,734,2120,193
"468",4445114986,"5/06/2016",4514,3.029999971,0,0,3.029999971,0,0,229,809,2211,229
"469",4445114986,"5/07/2016",5183,3.589999914,2.130000114,0.1899999976,1.25,26,4,108,866,2123,138
"470",4445114986,"5/08/2016",7303,4.900000095,0,0.25,4.650000095,0,8,308,733,2423,316
"471",4445114986,"5/09/2016",5275,3.539999962,0,0,3.539999962,0,0,266,641,2281,266
"472",4445114986,"5/10/2016",3915,2.630000114,0,0,2.630000114,0,0,231,783,2181,231
"473",4445114986,"5/11/2016",9105,6.110000134,2.25,1,2.859999895,34,22,232,622,2499,288
"474",4445114986,"5/12/2016",768,0.5199999809,0,0,0.5199999809,0,0,58,380,1212,58
"475",4558609924,"4/12/2016",5135,3.390000105,0,0,3.390000105,0,0,318,1122,1909,318
"476",4558609924,"4/13/2016",4978,3.289999962,1.24000001,0.4399999976,1.610000014,19,7,127,1287,1722,153
"477",4558609924,"4/14/2016",6799,4.489999771,0,0,4.489999771,0,0,279,1161,1922,279
"478",4558609924,"4/15/2016",7795,5.150000095,0.5899999738,0.8399999738,3.730000019,17,30,262,1131,2121,309
"479",4558609924,"4/16/2016",7289,4.820000172,0.5500000119,0.75,3.5,8,12,308,1112,1997,328
"480",4558609924,"4/17/2016",9634,6.400000095,0.5500000119,1.139999986,4.710000038,7,19,304,1110,2117,330
"481",4558609924,"4/18/2016",8940,5.909999847,0.9800000191,0.9300000072,4,14,15,331,1080,2116,360
"482",4558609924,"4/19/2016",5401,3.569999933,0.05000000075,0.3600000143,3.160000086,1,9,248,1182,1876,258
"483",4558609924,"4/20/2016",4803,3.170000076,0,0,3.170000076,0,0,222,1218,1788,222
"484",4558609924,"4/21/2016",13743,9.079999924,0.4199999869,0.9700000286,7.699999809,6,21,432,844,2486,459
"485",4558609924,"4/22/2016",9601,6.349999905,1.370000005,1.5,3.470000029,20,25,273,1122,2094,318
"486",4558609924,"4/23/2016",6890,4.550000191,0.3400000036,0.200000003,4.010000229,5,5,308,1122,2085,318
"487",4558609924,"4/24/2016",8563,5.659999847,0,0,5.650000095,0,0,395,1045,2173,395
"488",4558609924,"4/25/2016",8095,5.349999905,0.5899999738,0.25,4.510000229,18,10,340,993,2225,368
"489",4558609924,"4/26/2016",9148,6.050000191,0.4300000072,2.029999971,3.589999914,12,41,283,1062,2223,336
"490",4558609924,"4/27/2016",9557,6.320000172,1.960000038,0.8899999857,3.460000038,27,14,312,1087,2098,353
"491",4558609924,"4/28/2016",9451,6.25,0.01999999955,0.2700000107,5.949999809,1,11,367,985,2185,379
"492",4558609924,"4/29/2016",7833,5.179999828,1.019999981,1.850000024,2.309999943,15,29,197,1096,1918,241
"493",4558609924,"4/30/2016",10319,6.820000172,0.4699999988,1.889999986,4.460000038,7,29,293,1111,2105,329
"494",4558609924,"5/01/2016",3428,2.269999981,0,0,2.269999981,0,0,190,1121,1692,190
"495",4558609924,"5/02/2016",7891,5.21999979,0,0,5.21999979,0,0,383,1057,2066,383
"496",4558609924,"5/03/2016",5267,3.480000019,0.6000000238,0.2800000012,2.599999905,21,10,237,1172,1953,268
"497",4558609924,"5/04/2016",5232,3.460000038,0,0,3.460000038,0,0,252,1188,1842,252
"498",4558609924,"5/05/2016",10611,7.010000229,1.00999999,0.5,5.510000229,14,8,370,1048,2262,392
"499",4558609924,"5/06/2016",3755,2.480000019,0,0,2.480000019,0,0,202,1238,1722,202
"500",4558609924,"5/07/2016",8237,5.440000057,1.610000014,1,2.829999924,23,16,233,1116,1973,272
"501",4558609924,"5/08/2016",6543,4.329999924,1.799999952,0.5,2.019999981,66,35,238,1019,2666,339
"502",4558609924,"5/09/2016",11451,7.570000172,0.4300000072,1.620000005,5.519999981,6,30,339,1065,2223,375
"503",4558609924,"5/10/2016",6435,4.25,0.7400000095,1.120000005,2.390000105,11,18,220,1191,1889,249
"504",4558609924,"5/11/2016",9108,6.019999981,0.2599999905,1.820000052,3.940000057,4,31,324,1081,2131,359
"505",4558609924,"5/12/2016",6307,4.170000076,0,0,4.170000076,0,0,247,736,1452,247
"506",4702921684,"4/12/2016",7213,5.880000114,0,0,5.849999905,0,0,263,718,2947,263
"507",4702921684,"4/13/2016",6877,5.579999924,0,0,5.579999924,0,0,258,777,2898,258
"508",4702921684,"4/14/2016",7860,6.369999886,0,0,6.369999886,0,0,271,772,2984,271
"509",4702921684,"4/15/2016",6506,5.28000021,0.0700000003,0.4199999869,4.789999962,1,8,256,944,2896,265
"510",4702921684,"4/16/2016",11140,9.029999733,0.2399999946,1.25,7.539999962,3,24,335,556,3328,362
"511",4702921684,"4/17/2016",12692,10.28999996,0.9599999785,3.460000038,5.880000114,12,66,302,437,3394,380
"512",4702921684,"4/18/2016",9105,7.380000114,1.820000052,1.49000001,4.070000172,22,30,191,890,3013,243
"513",4702921684,"4/19/2016",6708,5.440000057,0.8799999952,0.3700000048,4.190000057,10,8,179,757,2812,197
"514",4702921684,"4/20/2016",8793,7.130000114,0.1599999964,1.230000019,5.730000019,2,29,260,717,3061,291
"515",4702921684,"4/21/2016",6530,5.300000191,0.3100000024,2.049999952,2.940000057,4,41,144,901,2729,189
"516",4702921684,"4/22/2016",1664,1.350000024,0,0,1.350000024,0,0,72,1341,2241,72
"517",4702921684,"4/23/2016",15126,12.27000046,0.7599999905,3.24000001,8.270000458,9,66,408,469,3691,483
"518",4702921684,"4/24/2016",15050,12.22000027,1.200000048,5.119999886,5.880000114,15,95,281,542,3538,391
"519",4702921684,"4/25/2016",9167,7.429999828,0.4900000095,0.8199999928,6.110000134,6,15,270,730,3064,291
"520",4702921684,"4/26/2016",6108,4.949999809,0.0700000003,0.349999994,4.539999962,1,8,216,765,2784,225
"521",4702921684,"4/27/2016",7047,5.71999979,0.09000000358,0.8000000119,4.78000021,1,16,238,733,2908,255
"522",4702921684,"4/28/2016",9023,7.320000172,1.129999995,0.4199999869,5.769999981,14,9,232,738,3033,255
"523",4702921684,"4/29/2016",9930,8.050000191,1.059999943,0.9200000167,6.070000172,12,19,267,692,3165,298
"524",4702921684,"4/30/2016",10144,8.229999542,0.3199999928,2.029999971,5.880000114,4,36,263,728,3115,303
"525",4702921684,"5/01/2016",0,0,0,0,0,0,0,0,1440,2017,0
"526",4702921684,"5/02/2016",7245,5.920000076,0.3799999952,1.74000001,3.75999999,5,40,195,1131,2859,240
"527",4702921684,"5/03/2016",9454,7.670000076,0,0,7.670000076,0,0,313,729,3145,313
